,0,1,2,3,4,5,6
85,17.0,0.0,-1.8369701987210297e-16,-1.0,0.0,-110.0,-60.0
86,-17.0,8.5,-1.8369701987210297e-16,-1.0,0.0,-110.0,-60.0
87,-8.5,8.5,-1.8369701987210297e-16,-1.0,0.0,-110.0,-60.0
88,0.0,8.5,-1.8369701987210297e-16,-1.0,0.0,-110.0,-60.0
89,8.5,8.5,-1.8369701987210297e-16,-1.0,0.0,-110.0,-60.0
90,17.0,8.5,-1.8369701987210297e-16,-1.0,0.0,-110.0,-60.0
91,-17.0,17.0,-1.8369701987210297e-16,-1.0,0.0,-110.0,-60.0
92,-8.5,17.0,-1.8369701987210297e-16,-1.0,0.0,-110.0,-60.0
93,0.0,17.0,-1.8369701987210297e-16,-1.0,0.0,-110.0,-60.0
94,8.5,17.0,-1.8369701987210297e-16,-1.0,0.0,-110.0,-60.0
95,17.0,17.0,-1.8369701987210297e-16,-1.0,0.0,-110.0,-60.0
96,-17.0,-17.0,1.0,-2.4492935982947064e-16,0.0,-110.0,-60.0
97,-8.5,-17.0,1.0,-2.4492935982947064e-16,0.0,-110.0,-60.0
98,0.0,-17.0,1.0,-2.4492935982947064e-16,0.0,-110.0,-60.0
99,8.5,-17.0,1.0,-2.4492935982947064e-16,0.0,-110.0,-60.0
100,17.0,-17.0,1.0,-2.4492935982947064e-16,0.0,-110.0,-60.0
101,-17.0,-8.5,1.0,-2.4492935982947064e-16,0.0,-110.0,-60.0
102,-8.5,-8.5,1.0,-2.4492935982947064e-16,0.0,-110.0,-60.0
103,0.0,-8.5,1.0,-2.4492935982947064e-16,0.0,-110.0,-60.0
104,8.5,-8.5,1.0,-2.4492935982947064e-16,0.0,-110.0,-60.0
105,17.0,-8.5,1.0,-2.4492935982947064e-16,0.0,-110.0,-60.0
106,-17.0,0.0,1.0,-2.4492935982947064e-16,0.0,-110.0,-60.0
107,-8.5,0.0,1.0,-2.4492935982947064e-16,0.0,-110.0,-60.0
108,8.5,0.0,1.0,-2.4492935982947064e-16,0.0,-110.0,-60.0
109,17.0,0.0,1.0,-2.4492935982947064e-16,0.0,-110.0,-60.0
110,-17.0,8.5,1.0,-2.4492935982947064e-16,0.0,-110.0,-60.0
111,-8.5,8.5,1.0,-2.4492935982947064e-16,0.0,-110.0,-60.0
112,0.0,8.5,1.0,-2.4492935982947064e-16,0.0,-110.0,-60.0
113,8.5,8.5,1.0,-2.4492935982947064e-16,0.0,-110.0,-60.0
114,17.0,8.5,1.0,-2.4492935982947064e-16,0.0,-110.0,-60.0
115,-17.0,17.0,1.0,-2.4492935982947064e-16,0.0,-110.0,-60.0
116,-8.5,17.0,1.0,-2.4492935982947064e-16,0.0,-110.0,-60.0
117,0.0,17.0,1.0,-2.4492935982947064e-16,0.0,-110.0,-60.0
118,8.5,17.0,1.0,-2.4492935982947064e-16,0.0,-110.0,-60.0
119,17.0,17.0,1.0,-2.4492935982947064e-16,0.0,-110.0,-60.0
120,-17.0,-17.0,1.0,0.0,0.0,-110.0,-39.5
121,-8.5,-17.0,1.0,0.0,0.0,-110.0,-39.5
122,0.0,-17.0,1.0,0.0,0.0,-110.0,-39.5
123,8.5,-17.0,1.0,0.0,0.0,-110.0,-39.5
124,17.0,-17.0,1.0,0.0,0.0,-110.0,-39.5
125,-17.0,-8.5,1.0,0.0,0.0,-110.0,-39.5
126,-8.5,-8.5,1.0,0.0,0.0,-110.0,-39.5
127,0.0,-8.5,1.0,0.0,0.0,-110.0,-39.5
128,8.5,-8.5,1.0,0.0,0.0,-110.0,-39.5
129,17.0,-8.5,1.0,0.0,0.0,-110.0,-39.5
130,-17.0,0.0,1.0,0.0,0.0,-110.0,-39.5
131,-8.5,0.0,1.0,0.0,0.0,-110.0,-39.5
132,8.5,0.0,1.0,0.0,0.0,-110.0,-39.5
133,17.0,0.0,1.0,0.0,0.0,-110.0,-39.5
134,-17.0,8.5,1.0,0.0,0.0,-110.0,-39.5
135,-8.5,8.5,1.0,0.0,0.0,-110.0,-39.5
136,0.0,8.5,1.0,0.0,0.0,-110.0,-39.5
137,8.5,8.5,1.0,0.0,0.0,-110.0,-39.5
138,17.0,8.5,1.0,0.0,0.0,-110.0,-39.5
139,-17.0,17.0,1.0,0.0,0.0,-110.0,-39.5
140,-8.5,17.0,1.0,0.0,0.0,-110.0,-39.5
141,0.0,17.0,1.0,0.0,0.0,-110.0,-39.5
142,8.5,17.0,1.0,0.0,0.0,-110.0,-39.5
143,17.0,17.0,1.0,0.0,0.0,-110.0,-39.5
144,-17.0,-17.0,6.123233995736766e-17,1.0,0.0,-110.0,-39.5
145,-8.5,-17.0,6.123233995736766e-17,1.0,0.0,-110.0,-39.5
146,0.0,-17.0,6.123233995736766e-17,1.0,0.0,-110.0,-39.5
147,8.5,-17.0,6.123233995736766e-17,1.0,0.0,-110.0,-39.5
148,17.0,-17.0,6.123233995736766e-17,1.0,0.0,-110.0,-39.5
149,-17.0,-8.5,6.123233995736766e-17,1.0,0.0,-110.0,-39.5
150,-8.5,-8.5,6.123233995736766e-17,1.0,0.0,-110.0,-39.5
151,0.0,-8.5,6.123233995736766e-17,1.0,0.0,-110.0,-39.5
152,8.5,-8.5,6.123233995736766e-17,1.0,0.0,-110.0,-39.5
153,17.0,-8.5,6.123233995736766e-17,1.0,0.0,-110.0,-39.5
154,-17.0,0.0,6.123233995736766e-17,1.0,0.0,-110.0,-39.5
155,-8.5,0.0,6.123233995736766e-17,1.0,0.0,-110.0,-39.5
156,8.5,0.0,6.123233995736766e-17,1.0,0.0,-110.0,-39.5
157,17.0,0.0,6.123233995736766e-17,1.0,0.0,-110.0,-39.5
158,-17.0,8.5,6.123233995736766e-17,1.0,0.0,-110.0,-39.5
159,-8.5,8.5,6.123233995736766e-17,1.0,0.0,-110.0,-39.5
160,0.0,8.5,6.123233995736766e-17,1.0,0.0,-110.0,-39.5
161,8.5,8.5,6.123233995736766e-17,1.0,0.0,-110.0,-39.5
162,17.0,8.5,6.123233995736766e-17,1.0,0.0,-110.0,-39.5
163,-17.0,17.0,6.123233995736766e-17,1.0,0.0,-110.0,-39.5
164,-8.5,17.0,6.123233995736766e-17,1.0,0.0,-110.0,-39.5
165,0.0,17.0,6.123233995736766e-17,1.0,0.0,-110.0,-39.5
166,8.5,17.0,6.123233995736766e-17,1.0,0.0,-110.0,-39.5
167,17.0,17.0,6.123233995736766e-17,1.0,0.0,-110.0,-39.5
168,-17.0,-17.0,-1.0,1.2246467991473532e-16,0.0,-110.0,-39.5
169,-8.5,-17.0,-1.0,1.2246467991473532e-16,0.0,-110.0,-39.5
170,0.0,-17.0,-1.0,1.2246467991473532e-16,0.0,-110.0,-39.5
171,8.5,-17.0,-1.0,1.2246467991473532e-16,0.0,-110.0,-39.5
172,17.0,-17.0,-1.0,1.2246467991473532e-16,0.0,-110.0,-39.5
173,-17.0,-8.5,-1.0,1.2246467991473532e-16,0.0,-110.0,-39.5
174,-8.5,-8.5,-1.0,1.2246467991473532e-16,0.0,-110.0,-39.5
175,0.0,-8.5,-1.0,1.2246467991473532e-16,0.0,-110.0,-39.5
176,8.5,-8.5,-1.0,1.2246467991473532e-16,0.0,-110.0,-39.5
177,17.0,-8.5,-1.0,1.2246467991473532e-16,0.0,-110.0,-39.5
178,-17.0,0.0,-1.0,1.2246467991473532e-16,0.0,-110.0,-39.5
179,-8.5,0.0,-1.0,1.2246467991473532e-16,0.0,-110.0,-39.5
180,8.5,0.0,-1.0,1.2246467991473532e-16,0.0,-110.0,-39.5
181,17.0,0.0,-1.0,1.2246467991473532e-16,0.0,-110.0,-39.5
182,-17.0,8.5,-1.0,1.2246467991473532e-16,0.0,-110.0,-39.5
183,-8.5,8.5,-1.0,1.2246467991473532e-16,0.0,-110.0,-39.5
184,0.0,8.5,-1.0,1.2246467991473532e-16,0.0,-110.0,-39.5
185,8.5,8.5,-1.0,1.2246467991473532e-16,0.0,-110.0,-39.5
186,17.0,8.5,-1.0,1.2246467991473532e-16,0.0,-110.0,-39.5
187,-17.0,17.0,-1.0,1.2246467991473532e-16,0.0,-110.0,-39.5
188,-8.5,17.0,-1.0,1.2246467991473532e-16,0.0,-110.0,-39.5
189,0.0,17.0,-1.0,1.2246467991473532e-16,0.0,-110.0,-39.5
190,8.5,17.0,-1.0,1.2246467991473532e-16,0.0,-110.0,-39.5
191,17.0,17.0,-1.0,1.2246467991473532e-16,0.0,-110.0,-39.5
192,-17.0,-17.0,-1.8369701987210297e-16,-1.0,0.0,-110.0,-39.5
193,-8.5,-17.0,-1.8369701987210297e-16,-1.0,0.0,-110.0,-39.5
194,0.0,-17.0,-1.8369701987210297e-16,-1.0,0.0,-110.0,-39.5
195,8.5,-17.0,-1.8369701987210297e-16,-1.0,0.0,-110.0,-39.5
196,17.0,-17.0,-1.8369701987210297e-16,-1.0,0.0,-110.0,-39.5
197,-17.0,-8.5,-1.8369701987210297e-16,-1.0,0.0,-110.0,-39.5
198,-8.5,-8.5,-1.8369701987210297e-16,-1.0,0.0,-110.0,-39.5
199,0.0,-8.5,-1.8369701987210297e-16,-1.0,0.0,-110.0,-39.5
200,8.5,-8.5,-1.8369701987210297e-16,-1.0,0.0,-110.0,-39.5
201,17.0,-8.5,-1.8369701987210297e-16,-1.0,0.0,-110.0,-39.5
202,-17.0,0.0,-1.8369701987210297e-16,-1.0,0.0,-110.0,-39.5
203,-8.5,0.0,-1.8369701987210297e-16,-1.0,0.0,-110.0,-39.5
204,8.5,0.0,-1.8369701987210297e-16,-1.0,0.0,-110.0,-39.5
205,17.0,0.0,-1.8369701987210297e-16,-1.0,0.0,-110.0,-39.5
206,-17.0,8.5,-1.8369701987210297e-16,-1.0,0.0,-110.0,-39.5
207,-8.5,8.5,-1.8369701987210297e-16,-1.0,0.0,-110.0,-39.5
208,0.0,8.5,-1.8369701987210297e-16,-1.0,0.0,-110.0,-39.5
209,8.5,8.5,-1.8369701987210297e-16,-1.0,0.0,-110.0,-39.5
210,17.0,8.5,-1.8369701987210297e-16,-1.0,0.0,-110.0,-39.5
211,-17.0,17.0,-1.8369701987210297e-16,-1.0,0.0,-110.0,-39.5
212,-8.5,17.0,-1.8369701987210297e-16,-1.0,0.0,-110.0,-39.5
213,0.0,17.0,-1.8369701987210297e-16,-1.0,0.0,-110.0,-39.5
214,8.5,17.0,-1.8369701987210297e-16,-1.0,0.0,-110.0,-39.5
215,17.0,17.0,-1.8369701987210297e-16,-1.0,0.0,-110.0,-39.5
216,-17.0,-17.0,1.0,-2.4492935982947064e-16,0.0,-110.0,-39.5
217,-8.5,-17.0,1.0,-2.4492935982947064e-16,0.0,-110.0,-39.5
218,0.0,-17.0,1.0,-2.4492935982947064e-16,0.0,-110.0,-39.5
219,8.5,-17.0,1.0,-2.4492935982947064e-16,0.0,-110.0,-39.5
220,17.0,-17.0,1.0,-2.4492935982947064e-16,0.0,-110.0,-39.5
221,-17.0,-8.5,1.0,-2.4492935982947064e-16,0.0,-110.0,-39.5
222,-8.5,-8.5,1.0,-2.4492935982947064e-16,0.0,-110.0,-39.5
223,0.0,-8.5,1.0,-2.4492935982947064e-16,0.0,-110.0,-39.5
224,8.5,-8.5,1.0,-2.4492935982947064e-16,0.0,-110.0,-39.5
225,17.0,-8.5,1.0,-2.4492935982947064e-16,0.0,-110.0,-39.5
226,-17.0,0.0,1.0,-2.4492935982947064e-16,0.0,-110.0,-39.5
227,-8.5,0.0,1.0,-2.4492935982947064e-16,0.0,-110.0,-39.5
228,8.5,0.0,1.0,-2.4492935982947064e-16,0.0,-110.0,-39.5
229,17.0,0.0,1.0,-2.4492935982947064e-16,0.0,-110.0,-39.5
230,-17.0,8.5,1.0,-2.4492935982947064e-16,0.0,-110.0,-39.5
231,-8.5,8.5,1.0,-2.4492935982947064e-16,0.0,-110.0,-39.5
232,0.0,8.5,1.0,-2.4492935982947064e-16,0.0,-110.0,-39.5
233,8.5,8.5,1.0,-2.4492935982947064e-16,0.0,-110.0,-39.5
234,17.0,8.5,1.0,-2.4492935982947064e-16,0.0,-110.0,-39.5
235,-17.0,17.0,1.0,-2.4492935982947064e-16,0.0,-110.0,-39.5
236,-8.5,17.0,1.0,-2.4492935982947064e-16,0.0,-110.0,-39.5
237,0.0,17.0,1.0,-2.4492935982947064e-16,0.0,-110.0,-39.5
238,8.5,17.0,1.0,-2.4492935982947064e-16,0.0,-110.0,-39.5
239,17.0,17.0,1.0,-2.4492935982947064e-16,0.0,-110.0,-39.5
240,-17.0,-17.0,1.0,0.0,0.0,-110.0,-19.0
241,-8.5,-17.0,1.0,0.0,0.0,-110.0,-19.0
242,0.0,-17.0,1.0,0.0,0.0,-110.0,-19.0
243,8.5,-17.0,1.0,0.0,0.0,-110.0,-19.0
244,17.0,-17.0,1.0,0.0,0.0,-110.0,-19.0
245,-17.0,-8.5,1.0,0.0,0.0,-110.0,-19.0
246,-8.5,-8.5,1.0,0.0,0.0,-110.0,-19.0
247,0.0,-8.5,1.0,0.0,0.0,-110.0,-19.0
248,8.5,-8.5,1.0,0.0,0.0,-110.0,-19.0
249,17.0,-8.5,1.0,0.0,0.0,-110.0,-19.0
250,-17.0,0.0,1.0,0.0,0.0,-110.0,-19.0
251,-8.5,0.0,1.0,0.0,0.0,-110.0,-19.0
252,8.5,0.0,1.0,0.0,0.0,-110.0,-19.0
253,17.0,0.0,1.0,0.0,0.0,-110.0,-19.0
254,-17.0,8.5,1.0,0.0,0.0,-110.0,-19.0
255,-8.5,8.5,1.0,0.0,0.0,-110.0,-19.0
256,0.0,8.5,1.0,0.0,0.0,-110.0,-19.0
257,8.5,8.5,1.0,0.0,0.0,-110.0,-19.0
258,17.0,8.5,1.0,0.0,0.0,-110.0,-19.0
259,-17.0,17.0,1.0,0.0,0.0,-110.0,-19.0
260,-8.5,17.0,1.0,0.0,0.0,-110.0,-19.0
261,0.0,17.0,1.0,0.0,0.0,-110.0,-19.0
262,8.5,17.0,1.0,0.0,0.0,-110.0,-19.0
263,17.0,17.0,1.0,0.0,0.0,-110.0,-19.0
264,-17.0,-17.0,6.123233995736766e-17,1.0,0.0,-110.0,-19.0
265,-8.5,-17.0,6.123233995736766e-17,1.0,0.0,-110.0,-19.0
266,0.0,-17.0,6.123233995736766e-17,1.0,0.0,-110.0,-19.0
267,8.5,-17.0,6.123233995736766e-17,1.0,0.0,-110.0,-19.0
268,17.0,-17.0,6.123233995736766e-17,1.0,0.0,-110.0,-19.0
269,-17.0,-8.5,6.123233995736766e-17,1.0,0.0,-110.0,-19.0
270,-8.5,-8.5,6.123233995736766e-17,1.0,0.0,-110.0,-19.0
271,0.0,-8.5,6.123233995736766e-17,1.0,0.0,-110.0,-19.0
272,8.5,-8.5,6.123233995736766e-17,1.0,0.0,-110.0,-19.0
273,17.0,-8.5,6.123233995736766e-17,1.0,0.0,-110.0,-19.0
274,-17.0,0.0,6.123233995736766e-17,1.0,0.0,-110.0,-19.0
275,-8.5,0.0,6.123233995736766e-17,1.0,0.0,-110.0,-19.0
276,8.5,0.0,6.123233995736766e-17,1.0,0.0,-110.0,-19.0
277,17.0,0.0,6.123233995736766e-17,1.0,0.0,-110.0,-19.0
278,-17.0,8.5,6.123233995736766e-17,1.0,0.0,-110.0,-19.0
279,-8.5,8.5,6.123233995736766e-17,1.0,0.0,-110.0,-19.0
280,0.0,8.5,6.123233995736766e-17,1.0,0.0,-110.0,-19.0
281,8.5,8.5,6.123233995736766e-17,1.0,0.0,-110.0,-19.0
282,17.0,8.5,6.123233995736766e-17,1.0,0.0,-110.0,-19.0
283,-17.0,17.0,6.123233995736766e-17,1.0,0.0,-110.0,-19.0
284,-8.5,17.0,6.123233995736766e-17,1.0,0.0,-110.0,-19.0
285,0.0,17.0,6.123233995736766e-17,1.0,0.0,-110.0,-19.0
286,8.5,17.0,6.123233995736766e-17,1.0,0.0,-110.0,-19.0
287,17.0,17.0,6.123233995736766e-17,1.0,0.0,-110.0,-19.0
288,-17.0,-17.0,-1.0,1.2246467991473532e-16,0.0,-110.0,-19.0
289,-8.5,-17.0,-1.0,1.2246467991473532e-16,0.0,-110.0,-19.0
290,0.0,-17.0,-1.0,1.2246467991473532e-16,0.0,-110.0,-19.0
291,8.5,-17.0,-1.0,1.2246467991473532e-16,0.0,-110.0,-19.0
292,17.0,-17.0,-1.0,1.2246467991473532e-16,0.0,-110.0,-19.0
293,-17.0,-8.5,-1.0,1.2246467991473532e-16,0.0,-110.0,-19.0
294,-8.5,-8.5,-1.0,1.2246467991473532e-16,0.0,-110.0,-19.0
295,0.0,-8.5,-1.0,1.2246467991473532e-16,0.0,-110.0,-19.0
296,8.5,-8.5,-1.0,1.2246467991473532e-16,0.0,-110.0,-19.0
297,17.0,-8.5,-1.0,1.2246467991473532e-16,0.0,-110.0,-19.0
298,-17.0,0.0,-1.0,1.2246467991473532e-16,0.0,-110.0,-19.0
299,-8.5,0.0,-1.0,1.2246467991473532e-16,0.0,-110.0,-19.0
300,8.5,0.0,-1.0,1.2246467991473532e-16,0.0,-110.0,-19.0
301,17.0,0.0,-1.0,1.2246467991473532e-16,0.0,-110.0,-19.0
302,-17.0,8.5,-1.0,1.2246467991473532e-16,0.0,-110.0,-19.0
303,-8.5,8.5,-1.0,1.2246467991473532e-16,0.0,-110.0,-19.0
304,0.0,8.5,-1.0,1.2246467991473532e-16,0.0,-110.0,-19.0
305,8.5,8.5,-1.0,1.2246467991473532e-16,0.0,-110.0,-19.0
306,17.0,8.5,-1.0,1.2246467991473532e-16,0.0,-110.0,-19.0
307,-17.0,17.0,-1.0,1.2246467991473532e-16,0.0,-110.0,-19.0
308,-8.5,17.0,-1.0,1.2246467991473532e-16,0.0,-110.0,-19.0
309,0.0,17.0,-1.0,1.2246467991473532e-16,0.0,-110.0,-19.0
310,8.5,17.0,-1.0,1.2246467991473532e-16,0.0,-110.0,-19.0
311,17.0,17.0,-1.0,1.2246467991473532e-16,0.0,-110.0,-19.0
312,-17.0,-17.0,-1.8369701987210297e-16,-1.0,0.0,-110.0,-19.0
313,-8.5,-17.0,-1.8369701987210297e-16,-1.0,0.0,-110.0,-19.0
314,0.0,-17.0,-1.8369701987210297e-16,-1.0,0.0,-110.0,-19.0
315,8.5,-17.0,-1.8369701987210297e-16,-1.0,0.0,-110.0,-19.0
316,17.0,-17.0,-1.8369701987210297e-16,-1.0,0.0,-110.0,-19.0
317,-17.0,-8.5,-1.8369701987210297e-16,-1.0,0.0,-110.0,-19.0
318,-8.5,-8.5,-1.8369701987210297e-16,-1.0,0.0,-110.0,-19.0
319,0.0,-8.5,-1.8369701987210297e-16,-1.0,0.0,-110.0,-19.0
320,8.5,-8.5,-1.8369701987210297e-16,-1.0,0.0,-110.0,-19.0
321,17.0,-8.5,-1.8369701987210297e-16,-1.0,0.0,-110.0,-19.0
322,-17.0,0.0,-1.8369701987210297e-16,-1.0,0.0,-110.0,-19.0
323,-8.5,0.0,-1.8369701987210297e-16,-1.0,0.0,-110.0,-19.0
324,8.5,0.0,-1.8369701987210297e-16,-1.0,0.0,-110.0,-19.0
325,17.0,0.0,-1.8369701987210297e-16,-1.0,0.0,-110.0,-19.0
326,-17.0,8.5,-1.8369701987210297e-16,-1.0,0.0,-110.0,-19.0
327,-8.5,8.5,-1.8369701987210297e-16,-1.0,0.0,-110.0,-19.0
328,0.0,8.5,-1.8369701987210297e-16,-1.0,0.0,-110.0,-19.0
329,8.5,8.5,-1.8369701987210297e-16,-1.0,0.0,-110.0,-19.0
330,17.0,8.5,-1.8369701987210297e-16,-1.0,0.0,-110.0,-19.0
331,-17.0,17.0,-1.8369701987210297e-16,-1.0,0.0,-110.0,-19.0
332,-8.5,17.0,-1.8369701987210297e-16,-1.0,0.0,-110.0,-19.0
333,0.0,17.0,-1.8369701987210297e-16,-1.0,0.0,-110.0,-19.0
334,8.5,17.0,-1.8369701987210297e-16,-1.0,0.0,-110.0,-19.0
335,17.0,17.0,-1.8369701987210297e-16,-1.0,0.0,-110.0,-19.0
336,-17.0,-17.0,1.0,-2.4492935982947064e-16,0.0,-110.0,-19.0
337,-8.5,-17.0,1.0,-2.4492935982947064e-16,0.0,-110.0,-19.0
338,0.0,-17.0,1.0,-2.4492935982947064e-16,0.0,-110.0,-19.0
339,8.5,-17.0,1.0,-2.4492935982947064e-16,0.0,-110.0,-19.0
340,17.0,-17.0,1.0,-2.4492935982947064e-16,0.0,-110.0,-19.0
341,-17.0,-8.5,1.0,-2.4492935982947064e-16,0.0,-110.0,-19.0
342,-8.5,-8.5,1.0,-2.4492935982947064e-16,0.0,-110.0,-19.0
343,0.0,-8.5,1.0,-2.4492935982947064e-16,0.0,-110.0,-19.0
344,8.5,-8.5,1.0,-2.4492935982947064e-16,0.0,-110.0,-19.0
345,17.0,-8.5,1.0,-2.4492935982947064e-16,0.0,-110.0,-19.0
346,-17.0,0.0,1.0,-2.4492935982947064e-16,0.0,-110.0,-19.0
347,-8.5,0.0,1.0,-2.4492935982947064e-16,0.0,-110.0,-19.0
348,8.5,0.0,1.0,-2.4492935982947064e-16,0.0,-110.0,-19.0
349,17.0,0.0,1.0,-2.4492935982947064e-16,0.0,-110.0,-19.0
